type,title,release_year,rating,duration,listed_in,description,show_id,director,cast,country,date_added
Movie,Mickey's Twice Upon a Christmas,2004,G,70 min,"Animation, Anthology, Comedy",Mickey and his pals learn the true meaning of Christmas…with Santa's help.,s1080,Matthew O'Callaghan,"Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings, Bill Farmer, Tress MacNeille",United States,"Tuesday, November 12, 2019"
Movie,Monsters University,2013,G,104 min,"Animation, Buddy, Comedy",Discover how Mike and Sulley first met at Monsters University.,s1091,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray",United States,"Tuesday, November 12, 2019"
Movie,"Monsters, Inc.",2001,G,93 min,"Animation, Buddy, Comedy",A little girl named Boo wanders into the world of monsters.,s1092,Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",United States,"Tuesday, November 12, 2019"
Movie,Muppet Treasure Island,1996,G,101 min,"Action-Adventure, Comedy, Family",The classic pirate tale gets a fun and zany Muppet twist.,s1099,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",United States,"Tuesday, November 12, 2019"
Movie,Noelle,2019,G,105 min,"Comedy, Family, Fantasy",Kris Kringle's daughter must find her brother and bring him back in time to save Christmas.,s1106,Marc Lawrence,"Anna Kendrick, Bill Hader, Kingsley Ben-Adir, Billy Eichner, Julie Hagerty, Shirley MacLaine",United States,"Tuesday, November 12, 2019"
Movie,Old Yeller,1957,G,84 min,"Animals & Nature, Drama, Family",The quintessential film about a boy's love for his dog.,s1109,Robert Stevenson,"Dorothy McGuire, Fess Parker, Jeff York, Chuck Connors, Beverly Washburn, Tommy Kirk",United States,"Tuesday, November 12, 2019"
Movie,Oliver & Company,1988,G,76 min,"Action-Adventure, Animation, Musical",A feisty young cat explores New York in this animated spin on Oliver Twist.,s1110,George Scribner,"Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan, Roscoe Browne, Sheryl Ralph",United States,"Tuesday, November 12, 2019"
Movie,Perri,1957,G,75 min,"Animals & Nature, Documentary, Family",The story of a little Pine Squirrel named Perri and her life in the forest.,s1120,"N. Paul Kenworthy, Ralph Wright",Winston Hibler,United States,"Tuesday, November 12, 2019"
Movie,Peter Pan,1953,G,79 min,"Action-Adventure, Animation, Family",Adventures await when Peter Pan and his friends fly to Never Land. See details for advisory.,s1122,"Hamilton Luske, Clyde Geronimi, Wilfred Jackson","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins",United States,"Tuesday, November 12, 2019"
Movie,Piglet's Big Movie,2003,G,78 min,"Action-Adventure, Animation, Kids","When Piglet disappears, his friends band together to find him.",s1129,Francis Glebas,"John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie, Nikita Hopkins, Peter Cullen",United States,"Tuesday, November 12, 2019"
Movie,Pinocchio,1940,G,90 min,"Animation, Family, Fantasy",A little wooden puppet yearns to become a real boy.,s1130,"Ben Sharpsteen, Hamilton Luske","Dickie Jones, Christian Rub, Cliff Edwards, Evelyn Venable, Walter Catlett, Charles Judels",United States,"Tuesday, November 12, 2019"
Movie,Piper,2016,G,6 min,"Animals & Nature, Animation, Family",A sandpiper exploring by the shore encounters scary waves.,s1131,Alan Barillaro,,United States,"Tuesday, November 12, 2019"
Movie,Pocahontas,1995,G,85 min,"Action-Adventure, Animation, Family",Free-spirited Pocahontas must find her own path.,s1142,"Mike Gabriel, Eric Goldberg","Irene Bedard, Judy Kuhn, Mel Gibson, David Ogden Stiers, John Kassir, Russell Means",United States,"Tuesday, November 12, 2019"
Movie,Pocahontas II: Journey to a New World,1998,G,77 min,"Action-Adventure, Animation, Family",Pocahontas sets sail for England and the allure of life in a new land.,s1143,"Bradley Raymond, Tom Ellery","Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes, Linda Hunt, Judy Kuhn",United States,"Tuesday, November 12, 2019"
Movie,Pollyanna,1960,G,135 min,"Coming of Age, Drama, Family","An orphan brings sunshine into the lives of everyone she meets, despite her stifling aunt.",s1144,David Swift,"Jane Wyman, Richard Egan, Karl Malden, Nancy Olson, Adolphe Menjou, Donald Crisp",United States,"Tuesday, November 12, 2019"
Movie,Pooh's Heffalump Movie,2005,G,73 min,"Action-Adventure, Animation, Kids",Pooh and his friends are shocked when Roo befriends a playful Heffalump.,s1146,Frank Nissen,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie, Ken Sansom, Peter Cullen",United States,"Tuesday, November 12, 2019"
Movie,Presto,2008,G,5 min,"Animation, Family, Kids",Presto forgets to feed his rabbit one too many times.,s1147,Doug Sweetland,,United States,"Tuesday, November 12, 2019"
Movie,Return from Witch Mountain,1978,G,94 min,"Action-Adventure, Family, Science Fiction",Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.,s1162,John Hough,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James",United States,"Tuesday, November 12, 2019"
Movie,Richie Rich's Christmas Wish,1998,G,85 min,"Action-Adventure, Comedy, Family",A wishing machine transports Richie Rich to an alternate universe.,s1165,John Murlowski,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",United States,"Tuesday, November 12, 2019"
Movie,Riley’s First Date?,2015,G,8 min,"Animation, Comedy, Coming of Age",A boy shows up at Riley's door.,s1167,Josh Cooley,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",United States,"Tuesday, November 12, 2019"
Movie,Robin Hood,1973,G,85 min,"Action-Adventure, Animation, Family",Disney's animated classic tale of England's legendary hero.,s1169,Wolfgang Reitherman,"Roger Miller, Peter Ustinov, Terry-Thomas , Brian Bedford, Monica Evans, Phil Harris",United States,"Tuesday, November 12, 2019"
Movie,Roving Mars,2006,G,41 min,"Documentary, Family",Explore the surface of the red planet through the eyes of two NASA rovers.,s1172,George Butler,"Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee",United States,"Tuesday, November 12, 2019"
Movie,Santa Paws 2: The Santa Pups,2012,G,92 min,"Fantasy, Musical","When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas.",s1178,Robert Vince,"Cheryl Ladd, George Newbern, Pat Finn, Danny Woodburn, Obba Babatunde, Paul Rae",United States,"Tuesday, November 12, 2019"
Movie,Sleeping Beauty,1959,G,77 min,"Animation, Family, Fantasy",A fairy-tale classic about a princess saved by true love's kiss.,s1197,Clyde Geronimi,"Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton",United States,"Tuesday, November 12, 2019"
Movie,Snow White and The Seven Dwarfs,1937,G,84 min,"Animation, Family, Fantasy",Discover the movie called “The Greatest Animated Film Of All Time”!,s1200,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",United States,"Tuesday, November 12, 2019"
Movie,Snowball Express,1972,G,94 min,"Comedy, Family, Sports",A New York accountant moves west when he inherits a dilapidated ski resort.,s1201,Norman Tokar,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy",United States,"Tuesday, November 12, 2019"
Movie,Super Buddies,2013,G,83 min,"Action-Adventure, Comedy, Family",A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!,s1227,Robert Vince,"Jeremy Shinder, Tenzing Trainor, Ty Panitz, G. Hannelius, Cooper Roth, Colin Hanks",United States,"Tuesday, November 12, 2019"
Movie,That Darn Cat!,1965,G,116 min,"Animals & Nature, Comedy, Family",A cat holds the clue to bank robbers holding a teller hostage.,s1239,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",United States,"Tuesday, November 12, 2019"
Movie,The Absent-Minded Professor,1961,G,96 min,"Comedy, Family, Science Fiction",A bumbling professor invents gravity-defying Flubber.,s1240,Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames, Elliott Reid",United States,"Tuesday, November 12, 2019"
Movie,The Adventures of Ichabod and Mr. Toad,1949,G,69 min,"Action-Adventure, Animation, Anthology",Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman.,s1244,"Jack Kinney, Clyde Geronimi, James Algar","Bing Crosby, Basil Rathbone, Eric Blore, Pat O'Malley, John Ployardt, Colin Campbell",United States,"Tuesday, November 12, 2019"
Movie,The African Lion,1955,G,72 min,"Animals & Nature, Documentary, Family",Two wildlife experts spend years studying the majestic African lion.,s1246,James Algar,Winston Hibler,United States,"Tuesday, November 12, 2019"
Movie,The Apple Dumpling Gang,1975,G,100 min,"Comedy, Family, Western",Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory.,s1247,Norman Tokar,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",United States,"Tuesday, November 12, 2019"
Movie,The Apple Dumpling Gang Rides Again,1979,G,89 min,"Comedy, Family, Western",Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.,s1248,Vincent McEveety,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam",United States,"Tuesday, November 12, 2019"
Movie,The Aristocats,1970,G,81 min,"Action-Adventure, Animation, Comedy",A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.,s1249,Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson",United States,"Tuesday, November 12, 2019"
Movie,The Biscuit Eater,1972,G,93 min,"Animals & Nature, Drama, Family",Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory.,s1256,Vincent McEveety,"Earl Holliman, Patricia Crowley, Lew Ayres, Godfrey Cambridge, Beah Richards, Clifton James",United States,"Tuesday, November 12, 2019"
Movie,The Blue Umbrella,2013,G,7 min,"Animation, Family, Kids",Two unlikely umbrellas fall eternally in love.,s1259,Saschka Unseld,Sarah Jaffe,United States,"Tuesday, November 12, 2019"
Movie,The Castaway Cowboy,1974,G,91 min,"Action-Adventure, Family, Western",A Texan castaway helps defend a Hawaiian family's land.,s1263,Vincent McEveety,"James Garner, Vera Miles, Robert Culp, Eric Shea, Elizabeth Smith, Manu Tupou",United States,"Tuesday, November 12, 2019"
Movie,The Computer Wore Tennis Shoes,1969,G,90 min,"Comedy, Crime, Science Fiction",A student turns genius when he absorbs the knowledge stored in a computer.,s1271,Robert Butler,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt, Richard Bakalyan",United States,"Tuesday, November 12, 2019"
Movie,The Country Bears,2002,G,91 min,"Comedy, Music",The Country Bears aim to save the venue that made them famous.,s1272,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",United States,"Tuesday, November 12, 2019"
Movie,The Emperor's New Groove,2000,G,82 min,"Action-Adventure, Animation, Family",A selfish emperor learns a lesson in humility when he is turned into a llama.,s1273,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Eli Linnetz",United States,"Tuesday, November 12, 2019"
Movie,The Fox and the Hound,1981,G,85 min,"Action-Adventure, Animation, Buddy",A little fox and a hound pup become unlikely friends.,s1276,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",United States,"Tuesday, November 12, 2019"
Movie,The Fox and the Hound 2,2006,G,73 min,"Action-Adventure, Animation, Buddy",Tod and Copper's friendship is put to the test.,s1277,Jim Kammerud,"Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn, Jeff Foxworthy, Vicki Lawrence",United States,"Tuesday, November 12, 2019"
Movie,The Hunchback of Notre Dame II,2002,G,69 min,"Action-Adventure, Animation, Family",It's Quasimodo's turn to look past appearances when seeking true love.,s1288,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",United States,"Tuesday, November 12, 2019"
Movie,The Jungle Book: Mowgli's Story,1998,G,77 min,"Action-Adventure, Coming of Age, Family",Mowgli reflects on his childhood jungle adventures.,s1294,Nick Marck,"Brandon Baker, Sherman Howard, Clancy Brown, Peri Gilpin, Wallace Shawn, Stephen Tobolowsky",United States,"Tuesday, November 12, 2019"
Movie,The Little Mermaid,1989,G,86 min,"Animation, Family, Fantasy",Dive into Disney fun with Ariel in The Little Mermaid.,s1298,"Ron Clements, John Musker","René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",United States,"Tuesday, November 12, 2019"
Movie,The Little Mermaid:  Ariel's Beginning,2008,G,79 min,"Animation, Drama, Family","Long before Prince Eric, Ariel faces a choice between family and music.",s1300,Peggy Holmes,"Jodi Benson, Samuel Wright, Jim Cummings, Sally Field, Tara Strong, Jennifer Hale",United States,"Tuesday, November 12, 2019"
Movie,The Living Desert,1953,G,69 min,"Animals & Nature, Documentary, Family",The desert teems with vitality in this true-life adventure.,s1302,James Algar,Winston Hibler,United States,"Tuesday, November 12, 2019"
Movie,The Love Bug (1969),1969,G,108 min,"Action-Adventure, Comedy, Family",A down-on-his-luck race car driver teams up with a little VW Bug that has a mind of its own.,s1305,Robert Stevenson,"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett, Joe Flynn, Benson Fong",United States,"Tuesday, November 12, 2019"
Movie,The Million Dollar Duck,1971,G,93 min,"Comedy, Family",A research scientist discovers his lab duck now lays golden eggs.,s1307,Vincent McEveety,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee Montgomery",United States,"Tuesday, November 12, 2019"
Movie,The Parent Trap (1961),1961,G,129 min,"Comedy, Family, Romance","Twins separated at birth reunite, then switch places to try and get their parents back together.",s1317,David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",United States,"Tuesday, November 12, 2019"
Movie,The Princess Diaries 2: Royal Engagement,2004,G,114 min,"Comedy, Family, Romance",Princess Mia has 30 days to find a husband... or she can't become queen.,s1324,Garry Marshall,"Anne Hathaway, Heather Matarazzo, John Rhys-Davies, Chris Pine, Callum Blue, Kathleen Marshall",United States,"Tuesday, November 12, 2019"
Movie,The Rescuers,1977,G,78 min,"Action-Adventure, Animation, Comedy",Two mice rush to help an orphan girl in the clutches of an evil woman.,s1328,"Wolfgang Reitherman, John Lounsbery, Art Stevens","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram",United States,"Tuesday, November 12, 2019"
Movie,The Rescuers Down Under,1990,G,78 min,"Action-Adventure, Animation, Family",Bernard and Bianca race to Australia to save a boy from a vile poacher.,s1329,"Hendel Butoy, Mike Gabriel","Bob Newhart, Eva Gabor, John Candy, Tristan Rogers, Adam Ryen, Wayne Robson",United States,"Tuesday, November 12, 2019"
Movie,The Rookie,2002,G,129 min,"Biographical, Family, Sports",A high school baseball coach gets a second chance as a big-league pitcher.,s1330,John Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant, Angus Jones, Brian Cox",United States,"Tuesday, November 12, 2019"
Movie,The Shaggy D.A.,1976,G,92 min,"Comedy, Family, Fantasy",A District Attorney candidate finds himself transformed into a sheepdog.,s1336,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",United States,"Tuesday, November 12, 2019"
Movie,The Shaggy Dog,1959,G,102 min,"Comedy, Family, Fantasy",A magical ring transforms a teenager into a lumbering sheepdog.,s1337,Charles Barton,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran",United States,"Tuesday, November 12, 2019"
Movie,The Sign of Zorro,1960,G,90 min,"Action-Adventure, Drama, Family",Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory.,s1338,"Lewis Foster, Norman Foster","Guy Williams, George Lewis, Gene Sheldon, Henry Calvin, Tony Russo, John Dehner",United States,"Tuesday, November 12, 2019"
Movie,The Sound of Music,1965,G,175 min,"Biographical, Family, Historical",A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.,s1340,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",United States,"Tuesday, November 12, 2019"
