type,title,release_year,rating,duration,listed_in,description,show_id,director,cast,country,date_added
Movie,Christopher Robin,2018,PG,109 min,"Drama, Family, Fantasy",Pooh leaves the Hundred Acre Wood to help grown-up Christopher Robin.,s416,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Oliver Davies, Ronke Adekoluejo","United Kingdom, United States","Friday, September 11, 2020"
Movie,Alice Through the Looking Glass,2016,PG,115 min,"Action-Adventure, Fantasy",Alice returns to Underland to save the Mad Hatter in a race against time.,s421,James Bobin,"Johnny Depp, Anne Hathaway, Mia Wasikowska, Matt Lucas, Rhys Ifans, Helena Carter","United States, United Kingdom","Friday, August 28, 2020"
Movie,Big Cat Games,2015,TV-PG,44 min,"Animals & Nature, Family, Reality","Boone Smith hosts a feline showdown as lion, tiger and cheetah battle for top cat title.",s449,Jeremy Turner,Boone Smith,,"Friday, July 31, 2020"
Movie,Cradle of the Gods,2012,TV-PG,45 min,"Documentary, Historical","Located on a hilltop sanctuary, G – bekli Tepe in Turkey is the world's first known temple.",s451,Tim Conrad,Tim Conrad,United Kingdom,"Friday, July 31, 2020"
Movie,Hunt for the Abominable Snowman,2011,TV-PG,45 min,Documentary,"Across the Himalayas are stories of the yeti, or abominable snowman.",s454,Dan Oliver,Stephen Rashbrook,,"Friday, July 31, 2020"
Movie,Surviving the Mount St. Helens Disaster,2020,TV-PG,44 min,"Animals & Nature, Documentary",Eyewitness accounts and rare images chart the violent 1980 eruption of Mount St. Helens.,s460,Sophie Harris,Bill Ratner,United Kingdom,"Friday, July 31, 2020"
Movie,X-Men: Days of Future Past,2014,PG-13,132 min,"Action-Adventure, Family, Science Fiction",Characters from the X-Men trilogy join their younger selves to change the past and save our future.,s478,Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Nicholas Hoult","United States, United Kingdom, Canada","Friday, July 10, 2020"
Movie,Ice Age: Collision Course,2016,PG,97 min,"Action-Adventure, Animation, Comedy","When their world is threatened, Manny and friends go on a quest to survive the Scrat-tastrophe!",s483,Mike Thurmeier,"Ray Romano, John Leguizamo, Denis Leary, Adam Devine, Jesse Ferguson, Max Greenfield","United States, United Kingdom, Australia","Friday, July 3, 2020"
Movie,Egypt's Treasure Guardians,2016,TV-PG,44 min,"Documentary, Historical","This programme follows a select cast of individuals, determined to bring Egypt back from the brink.",s498,"Ben Allen, Tom Jenner",Dominic Frisby,United Kingdom,"Friday, June 19, 2020"
Movie,The Jungle Book,2016,PG,108 min,"Action-Adventure, Coming of Age, Family",A man-cub who’s been raised by a family of wolves eludes a dangerous tiger.,s499,Jon Favreau,"Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito","United Kingdom, United States","Friday, June 19, 2020"
Movie,Chasing the Equinox,2019,TV-PG,45 min,Documentary,Ancient civilizations shared an incredible knowledge of the sun.,s510,Kenny Scott,Stefan Frank,,"Friday, June 5, 2020"
Movie,Percy Jackson & The Olympians: The Lightning Thief,2010,PG,119 min,"Action-Adventure, Family, Fantasy",A boy discovers he's the descendant of Poseidon and must settle an on-going battle between the gods.,s513,Chris Columbus,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Sean Bean, Pierce Brosnan, Steve Coogan","United Kingdom, Canada, United States","Friday, June 5, 2020"
Movie,Fantastic Mr. Fox,2009,PG,88 min,"Animation, Comedy, Crime",Mr. Fox lives a happy life until he plots the greatest chicken heist the world has ever seen.,s523,Wes Anderson,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson","United States, United Kingdom","Friday, May 22, 2020"
Movie,Maleficent: Mistress of Evil,2019,PG,121 min,"Action-Adventure, Family, Fantasy",The story of Disney's most iconic villain continues.,s530,Joachim Rønning,"Angelina Jolie, Elle Fanning, Chiwetel Ejiofor, Sam Riley, Harris Dickinson, Ed Skrein","United States, United Kingdom, Canada","Friday, May 15, 2020"
Movie,The Princess Bride,1987,PG,99 min,"Action-Adventure, Comedy, Family",A man regales his ailing grandson with a tale of romance and adventure in a lighthearted fairy tale.,s548,Rob Reiner,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Andre the Giant","United Kingdom, United States","Friday, May 1, 2020"
Movie,The Straight Story,1999,G,112 min,"Biographical, Drama",Story of a man who takes a six week trip on his riding lawn mower.,s593,David Lynch,"Richard Farnsworth, Sissy Spacek, Harry Stanton, Everett McGill, John Farley, Kevin Farley","France, United Kingdom, United States","Friday, April 3, 2020"
Movie,The Sandlot: Heading Home,2007,PG,97 min,"Comedy, Family, Sports","An egotistical baseball star wakes up as a 12-year-old on his childhood playing field, the sandlot.",s608,William Dear,"Danny Nucci, Luke Perry, Keanu Pires, Sarah Deakins, Chauncey Leopardi, Brandon Olds","United States, Canada","Friday, March 6, 2020"
Movie,Viking Warrior Women,2019,TV-PG,44 min,"Documentary, Historical",New discoveries challenge everything we thought we knew about Viking warriors.,s614,Stuart Strickson,Ella Al-Shamahi,United Kingdom,"Friday, February 28, 2020"
Movie,Around the World in 80 Days,2004,PG,121 min,"Action-Adventure, Comedy, Family",Phileas Fogg tries to beat the clock in a race around the world.,s629,Frank Coraci,"Jackie Chan, Steve Coogan, Cécile de France, Jim Broadbent, Ewan Bremner, Ian McNeice","United States, Germany, Ireland, United Kingdom","Saturday, February 1, 2020"
Movie,The Lion King,2019,PG,125 min,"Action-Adventure, Coming of Age, Drama",Disney’s The Lion King comes to life in a whole new way.,s632,Jon Favreau,"Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani","United States, United Kingdom, South Africa","Tuesday, January 28, 2020"
Movie,Destino,2003,PG,6 min,"Animation, Family, Romance",A collaboration begun in 1945 by Salvador Dalí and Walt Disney.,s641,Monfery Dominique,Dora Luz,"France, United States","Friday, January 10, 2020"
Movie,Drain The Great Lakes,2011,TV-PG,45 min,Documentary,This groundbreaking television program pulls a virtual plug on the huge lakes.,s660,"Crispin Sadler, Wayne Abbott",Cham Giobbi,"United Kingdom, Canada, United States","Wednesday, January 1, 2020"
Movie,Drain The Sunken Pirate City,2017,TV-14,48 min,"Documentary, Historical",Hidden beneath Jamaica’s Kingston Harbour lie the ruins of the biggest pirate city of all time.,s662,Sophie Harris,Russell Boulter,United Kingdom,"Wednesday, January 1, 2020"
Movie,Drain The Titanic,2015,TV-PG,45 min,"Documentary, Historical",We reveal the most famous ship wreck site by virtually draining the Titanic.,s663,Jobim Sampson,Russell Boulter,"United Kingdom, Canada, United States","Wednesday, January 1, 2020"
Movie,George of the Jungle 2,2003,PG,89 min,"Action-Adventure, Comedy, Family","George must rescue his family, then save the jungle from becoming mulch.",s678,David Grossman,"Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir","United States, Australia","Friday, December 20, 2019"
Movie,Coco (in Spanish),2017,PG,105 min,"Animation, Family, Fantasy",Miguel journeys to the magical land of his ancestors.,s701,Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil",,"Friday, November 29, 2019"
Movie,Lady and the Tramp II: Scamp's Adventure,2001,G,73 min,"Action-Adventure, Animation, Coming of Age","Itching for freedom, Lady's pup Scamp joins up with the Junkyard Dogs.",s1434,Darrell Rooney,"Scott Wolf, Alyssa Milano, Chazz Palminteri, Jeff Bennett, Jodi Benson, Bill Fagerbakke","United States, Australia","Tuesday, October 1, 2019"
Movie,Tomorrowland,2015,PG,131 min,"Action-Adventure, Science Fiction",A jaded genius and an optimistic teen unearth the secrets of Tomorrowland.,s1443,Brad Bird,"George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Kathryn Hahn","United States, Spain, France, Canada, United Kingdom","Friday, September 3, 2021"
Movie,Ice Age: Dawn Of The Dinosaurs,2009,PG,97 min,"Animation, Comedy, Family",Our prehistoric pals visit a world inhabited by dinosaurs and a one-eyed weasel named Buck.,s1445,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Simon Pegg, Seann William Scott, Josh Peck","United States, United Kingdom, Australia","Friday, June 4, 2021"
Movie,X-Men Origins: Wolverine,2009,PG-13,108 min,"Action-Adventure, Family, Science Fiction",Wolverine unites with legendary X-Men to fight against forces determined to eliminate mutants.,s1446,Gavin Hood,"Hugh Jackman, Liev Schreiber, Danny Huston, will.i.am , Lynn Collins, Kevin Durand","United States, United Kingdom","Friday, June 4, 2021"
Movie,Night at the Museum: Battle of the Smithsonian,2009,PG,106 min,"Action-Adventure, Comedy, Family",Larry Daley returns to rescue some old friends while the Smithsonian Institution comes alive.,s1447,Shawn Levy,"Ben Stiller, Amy Adams, Owen Wilson, Hank Azaria, Christopher Guest, Alain Chabat","United States, Canada","Friday, April 2, 2021"
Movie,Eddie the Eagle,2016,PG-13,107 min,"Biographical, Comedy, Drama","True story of Eddie Edwards, a British ski-jumper whose Olympic performance wins the hearts of fans.",s1448,Dexter Fletcher,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson, Jack Costello, Taron Egerton","United Kingdom, Germany, United States","Friday, December 18, 2020"
Movie,Bend It Like Beckham,2003,PG-13,112 min,"Buddy, Comedy, Coming of Age","Despite the wishes of their traditional families, two girls aim for careers in professional soccer.",s1449,Gurinder Chadha,"Parminder Nagra, Keira Knightley, Jonathan Rhys-Meyers, Anupam Kher, Archie Panjabi, Shaznay Lewis","United Kingdom, Germany, United States","Friday, September 18, 2020"
Movie,102 Dalmatians,2000,G,104 min,"Action-Adventure, Animals & Nature, Family","Oddball, the spotless Dalmatian puppy, heads out in search of his spots.",s711,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu","United States, United Kingdom","Tuesday, November 12, 2019"
Movie,A Goofy Movie,1995,G,81 min,"Action-Adventure, Animation, Comedy",Goofy and Max hit the road and get up to their floppy ears in misadventure.,s715,Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin, Rob Paulsen, Wallace Shawn","United States, Australia, France, Canada","Tuesday, November 12, 2019"
Movie,A Kid in King Arthur's Court,1995,PG,90 min,"Action-Adventure, Comedy, Coming of Age",A mysterious earthquake sends a teenage boy back into medieval times.,s716,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig","United States, Hungary, United Kingdom","Tuesday, November 12, 2019"
Movie,Alley Cats Strike!,2000,TV-G,87 min,"Coming of Age, Drama, Sports",Four outcast teens with a love of bowling are thrust into the spotlight.,s724,Rod Daniel,"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley, Joey Wilcots, Philip Williams","United States, Canada","Tuesday, November 12, 2019"
Movie,An Extremely Goofy Movie,2000,G,81 min,"Animation, Comedy, Family",Goofy shows up to finish college alongside his son Max.,s728,Douglas McCarthy,"Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings, Brad Garrett, Vicki Lewis","United States, Australia","Tuesday, November 12, 2019"
Movie,Atlantis Rising,2017,TV-PG,94 min,"Documentary, Historical",Filmmakers go in search of Atlantis using Plato's writings as a guide to lead the way.,s732,Simcha Jacobovici,"Georgeos Diaz-Montexano, Peter Vincenti, Richard Freund, Simcha Jacobovici, Charles Pellegrino, Félix Rodrigues",Canada,"Tuesday, November 12, 2019"
Movie,Bao,2018,G,8 min,"Animation, Family, Fantasy",A Chinese mom’s life changes when her dumpling comes alive.,s741,Domee Shi,,"United States, Canada","Tuesday, November 12, 2019"
Movie,Beauty and the Beast: The Enchanted Christmas,1997,G,73 min,"Animation, Family, Fantasy",Former composer Forte threatens to keep Belle and Beast apart forever.,s745,Andy Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Stiers, Bernadette Peters, Tim Curry","Canada, United States","Tuesday, November 12, 2019"
Movie,Brave,2012,PG,94 min,"Animation, Coming of Age, Family",Princess Merida must undo a beastly curse before it’s too late.,s761,"Mark Andrews, Brenda Chapman","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters, Robbie Coltrane, Kevin McKidd","United States, United Kingdom","Tuesday, November 12, 2019"
Movie,Cadet Kelly,2002,TV-G,100 min,"Comedy, Coming of Age",An artsy teen goes from fab to drab after enrolling in a military academy.,s770,Larry Shaw,"Hilary Duff, Christy Romano, Shawn Ashmore, Aimee Garcia, Linda Kash, Nigel Hamer","United States, Canada","Tuesday, November 12, 2019"
Movie,Can of Worms,1999,TV-PG,84 min,"Comedy, Coming of Age, Science Fiction",Aliens invade when a teen asks for intergalactic help to escape Earth.,s774,Paul Schneider,"Michael Shulman, Erika Christensen, Adam Wylie, Andrew Ducote, Lee Garlington, Brighton Hertford","United States, Canada","Tuesday, November 12, 2019"
Movie,Candleshoe,1978,G,101 min,"Comedy, Coming of Age, Crime",A tomboy cons a nobleman to find a treasure trove of Spanish doubloons.,s775,Norman Tokar,"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Vivian Pickles, Veronica Quilligan","United Kingdom, United States","Tuesday, November 12, 2019"
Movie,Confessions of a Teenage Drama Queen,2004,PG,91 min,"Comedy, Coming of Age",A dramatic teen moves…and finds her new school already has a drama queen.,s799,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox","Germany, United States","Tuesday, November 12, 2019"
Movie,Deep Blue,2005,G,91 min,"Animals & Nature, Documentary, Family",Join an epic underwater exploration into the secret lives of sea creatures.,s811,"Alastair Fothergill, Andy Byatt",Pierce Brosnan,"United Kingdom, Germany","Tuesday, November 12, 2019"
Movie,Diary Of A Wimpy Kid,2010,PG,93 min,"Comedy, Family","Greg faces the scariest, most humiliating experience of any kid’s life: middle school.",s813,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachel Harris, Steve Zahn, Connor Fielding, Owen Fielding","United States, United Kingdom","Tuesday, November 12, 2019"
Movie,Disney Bad Hair Day,2015,TV-G,93 min,"Buddy, Comedy, Coming of Age",Monica's prom day starts with bad hair…but ends with a great adventure.,s817,Érik Canuel,"Laura Marano, Leigh-Allyn Baker, Christian Campbell, Alain Goulem, Christian Paul, Kiana Madeira",Canada,"Tuesday, November 12, 2019"
Movie,Disney Girl vs. Monster,2012,TV-PG,90 min,"Action-Adventure, Comedy, Fantasy",The daughter of two monster-hunters must take on a monster of her own.,s826,Stuart Gillard,"Olivia Holt, Kerris Dorsey, Brendan Meyer, Katherine McNamara, Adam Chambers, Tracy Dawson","United States, Canada","Tuesday, November 12, 2019"
Movie,Disney Under The Sea: A Descendants Short Story,2018,TV-G,10 min,"Fantasy, Musical, Thriller",Mal emerges from the forest where she meets Dizzy.,s841,Hasraf Dulull,,,"Tuesday, November 12, 2019"
Movie,Disney's Fairy Tale Weddings,2017,TV-PG,64 min,"Family, Lifestyle, Reality",A look at the magical weddings at Disney Destinations.,s844,Chris Wilson,"Ben Higgins, Lauren Bushnell",,"Tuesday, November 12, 2019"
Movie,Disney's Fairy Tale Weddings: Holiday Magic,2017,TV-PG,42 min,"Family, Lifestyle, Reality",Holiday Disney weddings and proposals.,s845,Chris Wilson,"Stephen Boss, Allison Holker",,"Tuesday, November 12, 2019"
Movie,Disneynature Born in China,2017,G,81 min,"Animals & Nature, Documentary, Family",Embrace the beauty of China's vast terrain – and the life that inhabits it.,s857,Lu Chuan,John Krasinski,"United Kingdom, China, United States","Tuesday, November 12, 2019"
Movie,Disneynature Chimpanzee,2012,G,79 min,"Animals & Nature, Documentary, Family",Meet a remarkable young chimpanzee who sees his world as his playground.,s858,"Alastair Fothergill, Mark Linfield",Tim Allen,"Tanzania, United States","Tuesday, November 12, 2019"
Movie,Disneynature Crimson Wing,2008,G,78 min,"Animals & Nature, Documentary, Family",A million flamingos struggle to survive in the remote Tanzanian wilderness.,s859,"Matthew Aeberhard, Leander Ward",Mariella Frostrup,"United States, United Kingdom","Tuesday, November 12, 2019"
Movie,Disneynature Wings of Life,2011,G,81 min,"Animals & Nature, Documentary, Family","An intimate look at butterflies, hummingbirds, bees, bats and flowers.",s861,Louie Schwartzberg,Meryl Streep,"United States, Panama, Mexico","Tuesday, November 12, 2019"
Movie,DuckTales The Movie: Treasure of the Lost Lamp,1990,G,75 min,"Action-Adventure, Animation, Comedy",Scrooge and his nephews search for the long-lost loot of Collie Baba.,s869,Bob Hathcock,"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd, June Foray","France, United States","Tuesday, November 12, 2019"
Movie,Dumbo,2019,PG,117 min,"Action-Adventure, Family, Fantasy",A flying elephant helps show that differences and family can be cherished.,s871,Tim Burton,"Colin Farrell, Michael Keaton, Danny DeVito, Eva Green, Alan Arkin, Nico Parker","United States, United Kingdom, Australia, Canada","Tuesday, November 12, 2019"
Movie,Finding Nemo,2003,G,103 min,"Action-Adventure, Animation, Comedy",Marlin makes an epic journey to bring Nemo home when he's taken by divers.,s890,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney","United States, Australia","Tuesday, November 12, 2019"
Movie,Giants of the Deep Blue,2018,TV-PG,45 min,"Animals & Nature, Documentary, Family",Go beneath the surface of the sea for an extraordinary look at whales and dolphins.,s914,Ken Corben,Bill Graves,,"Tuesday, November 12, 2019"
Movie,Hercules,1997,G,98 min,"Action-Adventure, Animation, Comedy",Hercules must go from zero to hero to save the universe from Hades' wrath.,s940,"John Musker, Ron Clements","Tate Donovan, Joshua Keaton, Roger Bart, Danny DeVito, James Woods, Susan Egan","United States, France","Tuesday, November 12, 2019"
Movie,"Honey, I Shrunk the Kids",1989,PG,94 min,"Action-Adventure, Comedy, Family",Inventor Wayne Szalinski accidentally shrinks his kids to 1/4-inch tall.,s948,Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland, Thomas Brown, Jared Rushton","United States, Mexico","Tuesday, November 12, 2019"
Movie,I'll Be Home for Christmas,1998,PG,87 min,"Action-Adventure, Comedy, Coming of Age",A jokester zooms home for Christmas with a prize in mind – his dad's car!,s958,Arlene Sanford,"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby","United States, Canada","Tuesday, November 12, 2019"
Movie,Ice Princess,2005,G,99 min,"Coming of Age, Drama, Romance",A brainy ugly duckling realizes her dream of becoming a champion figure skater.,s960,Tim Fywell,"Joan Cusack, Kim Cattrall, Michelle Trachtenberg, Hayden Panettiere, Trevor Blumas, Connie Ray","United States, Canada","Tuesday, November 12, 2019"
Movie,Into the Okavango,2018,TV-PG,94 min,"Action-Adventure, Animals & Nature, Documentary",Follow a team of explorers on an epic expedition to save the Okavango Delta.,s966,Neil Gelinas,"Steve Boyes, Dr. Steve Boyes, Chris Boyes, Tumeletso Setlabosha, Gobonamang Kgetho, Adjany Costa","United States, Angola, Botswana, Namibia, South Africa","Tuesday, November 12, 2019"
Movie,James and the Giant Peach,1996,PG,81 min,"Action-Adventure, Animation, Family",A young boy escapes his cruel home life when he discovers a giant peach.,s974,Henry Selick,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss","United Kingdom, United States","Tuesday, November 12, 2019"
Movie,Jumping Ship,2001,TV-G,93 min,"Action-Adventure, Coming of Age",Modern-day pirates leave two cousins stranded on an island.,s984,Michael Lange,"Joey Lawrence, Matthew Lawrence, Andrew Lawrence, Susan Walters, Stephen Burleigh, Anthony Wong","Australia, United States","Tuesday, November 12, 2019"
Movie,Jungle 2 Jungle,1997,PG,105 min,"Comedy, Family",A Wall Street mogul learns he has a son who's been raised in the jungle.,s985,John Pasquin,"Tim Allen, Martin Short, Lolita Davidovich, David Stiers, JoBeth Williams, Sam Huntington","United States, France","Tuesday, November 12, 2019"
Movie,Knick Knack Theatrical Short,2003,G,4 min,"Animation, Family, Kids",A snowman longs to break out of his snow globe.,s995,John Lasseter,,,"Tuesday, November 12, 2019"
Movie,LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Luke Skywalker attempts a daring raid on Coruscant.,s1009,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent","Denmark, China","Tuesday, November 12, 2019"
Movie,Marvel Studios' Captain Marvel,2019,PG-13,126 min,"Action-Adventure, Science Fiction, Superhero",Marvel Studios’ Captain Marvel launches the MCU’s most powerful hero.,s1044,"Anna Boden, Ryan Fleck","Brie Larson, Samuel Jackson, Ben Mendelsohn, Djimon Hounsou, Lee Pace, Lashana Lynch","United States, Australia","Tuesday, November 12, 2019"
Movie,Marvel Studios' Iron Man,2008,PG-13,127 min,"Action-Adventure, Science Fiction, Superhero",Jet-setting industrialist Tony Stark vows to protect the world as Iron Man.,s1048,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub","United States, Canada","Tuesday, November 12, 2019"
Movie,Miracle,2004,PG,137 min,"Drama, Historical, Sports",The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.,s1084,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill","Canada, United States","Tuesday, November 12, 2019"
Movie,Mom's Got a Date With a Vampire,2000,TV-PG,83 min,"Comedy, Fantasy",Two kids set up their mom on a date with a vampire.,s1090,Stephen Boyum,"Matthew O'Leary, Laura Vandervoort, Myles Jeffrey, Caroline Rhea, Charles Shaughnessy, Robert Carradine","Canada, United States","Tuesday, November 12, 2019"
Movie,Mulan II,2005,G,82 min,"Action-Adventure, Animation, Family",Mulan must complete a dangerous mission before marrying General Shang.,s1097,"Darrell Rooney, Lynne Southerland","Ming-Na Wen, B.D. Wong, Mark Moseley, Lucy Liu, Harvey Fierstein, Sandra Oh","United States, South Korea, Singapore, Russia, Malaysia, Kazakhstan, Taiwan, Hong Kong, Japan, China, India, Syria, Iran, Egypt, Pakistan","Tuesday, November 12, 2019"
Movie,One Magic Christmas,1985,G,89 min,"Drama, Fantasy",A young mother rediscovers the joy of Christmas thanks to the unshakable faith of her daughter.,s1112,Phillip Borsos,"Mary Steenburgen, Gary Basaraba, Elizabeth Harnois, Arthur Hill, Wayne Robson, Jan Rubes","Canada, United States","Tuesday, November 12, 2019"
Movie,Peter Pan: Return to Never Land,2002,G,77 min,"Action-Adventure, Animation, Family",Wendy's daughter Jane is whisked away to Never Land by Captain Hook.,s1123,Robin Budd,"Harriet Owen, Blayne Weaver, Corey Burton, Jeff Bennett, Kath Soucie, Andrew McDonough","United States, Canada, Australia","Tuesday, November 12, 2019"
Movie,Phantom of the Megaplex,2000,TV-G,89 min,"Comedy, Coming of Age",A phantom haunting a local megaplex threatens to ruin a premiere gala.,s1124,Blair Treu,"Taylor Handley, Corinne Bohrer, Caitlin Wachs, Jacob Smith, Rich Hutchman, John Novak","United States, Canada","Tuesday, November 12, 2019"
Movie,Phineas and Ferb the Movie: Across the 2nd Dimension,2011,TV-G,79 min,"Action-Adventure, Animation, Comedy",Phineas and Ferb jump dimensions and learn Perry is a real secret agent.,s1127,"Dan Povenmire, Robert Hughes","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire","United States, Taiwan, China","Tuesday, November 12, 2019"
Movie,Phineas and Ferb: Mission Marvel,2013,TV-G,46 min,"Action-Adventure, Animation, Comedy",Two Universes Collide In One Epic Adventure!,s1128,"Robert Hughes, Sue Perrotto","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",,"Tuesday, November 12, 2019"
Movie,Quints,2000,TV-G,83 min,"Comedy, Coming of Age",Jamie is the center of attention until her mom gives birth to quintuplets.,s1152,Bill Corcoran,"Kimberly Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons, Jake Epstein, Vince Corazza","Canada, United States","Tuesday, November 12, 2019"
Movie,Ready to Run,2000,TV-G,89 min,"Animals & Nature, Coming of Age, Family",Corrie dreams of becoming a jockey despite her father's race-related death.,s1155,Duwayne Dunham,"Krissy Perez, Jason Dohring, Lillian Hurst, Jon Brazier, Nestor Serrano, Theresa Saldana","United States, New Zealand","Tuesday, November 12, 2019"
Movie,Recess: School's Out,2001,G,87 min,"Animation, Comedy, Family",Third Street Elementary students band together to save summer break.,s1157,Chuck Sheetz,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall","United States, Japan","Tuesday, November 12, 2019"
Movie,Return to Oz,1985,PG,110 min,"Action-Adventure, Family, Fantasy",Dorothy battles the wicked Princess Mombi and the evil Nome King to restore the Emerald City.,s1164,Walter Murch,"Nicol Williamson, Jean Marsh, Piper Laurie, Matt Clark, Fairuza Balk, Michael Sundin","United Kingdom, United States","Tuesday, November 12, 2019"
Movie,Rip Girls,2000,TV-G,87 min,"Coming of Age, Drama",Sydney questions a decision to sell her inherited Hawaiian land.,s1168,Joyce Chopra,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark, Jeanne Mori, Lauren Sinclair","Australia, United States","Tuesday, November 12, 2019"
Movie,Sacred Planet,2004,G,47 min,"Animals & Nature, Documentary, Family",Visit some of the most exotic and beautiful places still in existence.,s1174,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud","Canada, Malaysia, United States","Tuesday, November 12, 2019"
Movie,Saving Mr. Banks,2013,PG-13,129 min,"Biographical, Drama, Historical","Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life.",s1180,John Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford","United States, United Kingdom, Australia","Tuesday, November 12, 2019"
Movie,Secret of The Wings,2012,G,79 min,"Animation, Fantasy, Kids",Tink crosses into the forbidden Winter Woods and finds she has a sister.,s1183,Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné","United States, India, United Kingdom","Tuesday, November 12, 2019"
Movie,Shipwrecked,1991,PG,93 min,"Action-Adventure, Coming of Age, Family",A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.,s1191,Nils Gaup,"Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno","Norway, Sweden, United States","Tuesday, November 12, 2019"
Movie,Stonehenge Decoded: Secrets Revealed,2008,TV-PG,44 min,Documentary,The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge,s1224,Christopher Spencer,Craig Sechler,United Kingdom,"Tuesday, November 12, 2019"
Movie,The Black Cauldron,1985,PG,82 min,"Action-Adventure, Animation, Coming of Age",A young pig keeper becomes an unlikely hero when he confronts an evil king.,s1257,"Ted Berman, Richard Rich","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne, Arthur Malet, John Byner","United States, United Kingdom","Tuesday, November 12, 2019"
Movie,The Cheetah Girls,2003,TV-G,94 min,"Coming of Age, Drama, Music",The Cheetah Girls sing and dance their way toward that elusive record deal.,s1264,Oz Scott,"Raven , Adrienne Bailon, Kiely Williams, Sabrina Bryan, Juan Chioran, Lori Alter","Canada, United States","Tuesday, November 12, 2019"
Movie,The Christmas Star,1986,TV-G,94 min,"Crime, Drama, Family",A counterfeiter finds the true meaning of Christmas.,s1267,Alan Shapiro,"Edward Asner, René Auberjonois, Jim Metzler, Susan Tyrrell, Karen Landry, Alan North","Canada, United States","Tuesday, November 12, 2019"
